alias,lang_id,source
Small s.c.r.i.p.t.,small-s-c-r-i-p-t,self
Small SNUSP,small-snusp,self
small-x,small-x,self
smallbasic,smallbasic,self
Smaller,smaller,self
Smallfuck,smallfuck,self
Smalllang,smalllang,self
Smalltalk,smalltalk,self
smalltalk-76,smalltalk-76,self
smalltalk-80,smalltalk-80,self
smalltalk-mt,smalltalk-mt,self
smalltalk-v,smalltalk-v,self
smalltalk-yx,smalltalk-yx,self
smalltalkhub-pm,smalltalkhub-pm,self
Smalltix,smalltix,self
smallvdm,smallvdm,self
smart,smart,self
Smartboxes,smartboxes,self
smartgameformat,smartgameformat,self
smarts,smarts,self
smartsheet-app,smartsheet-app,self
Smarty,smarty,self
SMATIMU,smatimu,self
SMATINY,smatiny,self
smc,smc,self
smdl,smdl,self
Smejl.txt,smejl-txt,self
Smellcode,smellcode,self
SMETANA,smetana,self
SMETANA To Infinity!,smetana-to-infinity,self
SMG4: Mario Gets His PINGAS Stuck In The Door,smg4-mario-gets-his-pingas-stuck-in-the-door,self
Smile,smile,self
Smilefuck,smilefuck,self
smiles-format,smiles-format,self
Smileyface,smileyface,self
SMITH,smith,self
SMITH sharp,smith-sharp,self
SMITHb,smithb,self
Smithy,smithy,self
SML,sml,self
smoke,smoke,self
smolcs,smolcs,self
Smolder,smolder,self
Smooth transition to a second term,smooth-transition-to-a-second-term,self
Smoothbrain,smoothbrain,self
Smotslang,smotslang,self
SmPL,smpl,self
smsl,smsl,self
SMT,smt,self
smtp,smtp,self
Smu,smu,self
Smurf,smurf,self
smx-computer-language,smx-computer-language,self
Snack,snack,self
Snack+,snack+,self
Snackfish,snackfish,self
SnailTrail,snailtrail,self
Snak,snak,self
Snake Script,snake-script,self
Snake Shit,snake-shit,self
Snakel,snakel,self
Snakemake,snakemake,self
snap,snap,self
Snap! (programming language),snap-programming-language,self
snaptag,snaptag,self
snbt,snbt,self
Snek,snek,self
sneps,sneps,self
Snigl,snigl,self
snit,snit,self
snobat,snobat,self
SNOBOL,snobol,self
snobol3,snobol3,self
snobol4,snobol4,self
SNOBOL5,snobol5,self
snoop,snoop,self
snostorm,snostorm,self
Snowball programming language,snowball-programming-language,self
Snowflake,snowflake,self
Snowflake (Orisphera's edition),snowflake-orisphera-s-edition,self
Snowman,snowman,self
snowman-decompiler,snowman-decompiler,self
snql,snql,self
Snub,snub,self
SNUSP,snusp,self
So is your face.,so-is-your-face,self
So simple dollar,so-simple-dollar,self
Soallang,soallang,self
SOAP,soap,self
soaplang,soaplang,self
soar-ml,soar-ml,self
social-networks-query-language,social-networks-query-language,self
socialite,socialite,self
SockZ,sockz,self
Soh supplementary private use area-b u+10fffe,soh-supplementary-private-use-area-b-u+10fffe,self
Sokolang,sokolang,self
solana,solana,self
solaris,solaris,self
solaris-pm,solaris-pm,self
Solbofuck,solbofuck,self
SolboScript,solboscript,self
solid,solid,self
solid-network,solid-network,self
Solidity,solidity,self
Sollux,sollux,self
solmar,solmar,self
Solo,solo,self
Something,something,self
Something?Oops!,something-oops,self
Something positive,something-positive,self
Somnypna,somnypna,self
son,son,self
Son of a BitCh,son-of-a-bitch,self
SON-OF-UNBABTIZED,son-of-unbabtized,self
Sona,sona,self
Sonata,sonata,self
Sonjalang,sonjalang,self
Soong,soong,self
SOPHAEROS,sophaeros,self
sophia,sophia,self
Sophie,sophie,self
soql,soql,self
soql-lang,soql-lang,self
sora,sora,self
sorca,sorca,self
Sorry,sorry,self
"Sorry, Marvin!",sorry-marvin,self
Sorry the image you are looking for is copyrighted lol,sorry-the-image-you-are-looking-for-is-copyrighted-lol,self
sort-merge-generator,sort-merge-generator,self
SORTA,sorta,self
Sorted!,sorted,self
Sortle,sortle,self
SOS,sos,self
sosl,sosl,self
SoT,sot,self
souffle,souffle,self
Soul,soul,self
soulver,soulver,self
Sound,sound,self
souper,souper,self
Source (programming language),source-programming-language,self
sourcelair-editor,sourcelair-editor,self
SourcePawn,sourcepawn,self
sourcetree,sourcetree,self
southampton-basic-system,southampton-basic-system,self
Soviet Script,soviet-script,self
SovietCode,sovietcode,self
sox,sox,self
soy,soy,self
SP/k,sp-k,self
space,space,self
Spacebar,spacebar,self
Spaced,spaced,self
Spaces and tabs,spaces-and-tabs,self
SPADE,spade,self
Spaghetti,spaghetti,self
SpaghettiScript,spaghettiscript,self
Spain without the S,spain-without-the-s,self
Spam,spam,self
sparc,sparc,self
SPARCs Fly,sparcs-fly,self
Spare Change,spare-change,self
spark,spark,self
spark-pl,spark-pl,self
spark-pm,spark-pm,self
SPARK (programming language),sako-programming-language,self
sparqcode,sparqcode,self
SPARQL,sparql,self
spatial,spatial,self
speakeasy,speakeasy,self
Speakeasy (computational environment),speakeasy-computational-environment,self
spec,spec,self
spec-sharp,spec-sharp,self
Special Directories,special-directories,self
Special:EditPage/Template:Programming language lists,special-editpage-template-programming-language-lists,self
Special:EditPage/Template:Programming languages,special-editpage-template-programming-language-lists,self
specl,specl,self
specol,specol,self
specrtl,specrtl,self
Spectr,spectr,self
SpeechProg,speechprog,self
Speedcoding,speedcoding,self
speedie,speedie,self
SpeedScript,speedscript,self
SpellCast,spellcast,self
Spellcaster,spellcaster,self
spf-standard,spf-standard,self
Spice,spice,self
spice-lisp,spice-lisp,self
spider,spider,self
Spider Giant,spider-giant,self
spiderbasic,spiderbasic,self
spidermonkey,spidermonkey,self
Spil,spil,self
spill,spill,self
Spin,spin,self
Spin4,spin4,self
SpinGate,spingate,self
spip,spip,self
spir,spir,self
spir-v,spir-v,self
Spiral,spiral,self
Spiral Rise,spiral-rise,self
Spisak programskih jezika – Bosnian,spisak-programskih-jezika-bosnian,self
spitbol,spitbol,self
SPITBOL compiler,spitbol-compiler,self
Spite,spite,self
SPL,spl,self
Splang,splang,self
splaw,splaw,self
Splaytime,splaytime,self
Spleenmap,spleenmap,self
SPLEMIT21,splemit21,self
Spline Font Database,spline-font-database,self
Splinter,splinter,self
Split,split,self
split-c,split-c,self
SplitFuck,splitfuck,self
Splitreverse,splitreverse,self
Splits,splits,self
Sploosh,sploosh,self
SPoCE,spoce,self
Spoiler:,spoiler,self
SpoilerFuck,spoilerfuck,self
Spoon,spoon,self
sporth,sporth,self
SPREADSHEET,spreadsheet,self
sprint,sprint,self
sprite-os,sprite-os,self
Sprupine,sprupine,self
spry,spry,self
sps,sps,self
spss,spss,self
spyder-editor,spyder-editor,self
Spyrodecimal,spyrodecimal,self
spz,spz,self
SQ,sq,self
SQD,sqd,self
SQF,sqf,self
sqhtml,sqhtml,self
SQL,sql,self
sql-92,sql-92,self
sql-psm,sql-psm,self
sqlalchemy,sqlalchemy,self
sqlar-format,sqlar-format,self
sqlite,sqlite,self
sqlite-storage-format,sqlite-storage-format,self
sqlmp,sqlmp,self
SQLPL,sqlpl,self
SQR,sqr,self
sqrl,sqrl,self
SQRT,sqrt,self
Sqrt(x),sqrt-x,self
square,square,self
Squarebrain,squarebrain,self
Squarelang,squarelang,self
Squeak,squeak,self
Squi~~le,squi-le,self
Squick,squick,self
squidconf,squidconf,self
SquidScript,squidscript,self
Squiggle,squiggle,self
squire,squire,self
Squirrel,squirrel,self
Squirrel (programming language),squirrel-programming-language,self
Squishy2K,squishy2k,self
squoze,squoze,self
squrl,squrl,self
SR,sr,self
SR (programming language),sr-programming-language,self
SRecode Template,srecode-template,self
Sreg,sreg,self
srl,srl,self
SRL++,srl-plus-plus,self
SRlang,srlang,self
srt,srt,self
srv,srv,self
ssb,ssb,self
ssc-pm,ssc-pm,self
SSH Config,ssh-config,self
ssharp,ssharp,self
ssi,ssi,self
ssl,ssl,self
ssl-lang,ssl-lang,self
ssml,ssml,self
SSREPL,ssrepl,self
SStack,sstack,self
Stable,stable,self
Stack based,stack-based,self
Stack-based+,stack-based,self
Stack Cats,stack-cats,self
Stack-gpt,stack-gpt,self
Stack Up,stack-up,self
StackBBQ,stackbbq,self
StackBeat,stackbeat,self
StackBit,stackbit,self
StackCell,stackcell,self
Stacked Brainfuck,stacked-brainfuck,self
StackedDeck,stackeddeck,self
StackFlow,stackflow,self
Stackfuck,stackfuck,self
STACKIE,stackie,self
Stacking,stacking,self
Stackint,stackint,self
Stackish,stackish,self
StackLang,stacklang,self
stackless-python,stackless-python,self
StackMachine,stackmachine,self
Stackmill,stackmill,self
STACKOMP,stackomp,self
Stackowey,stackowey,self
StackPoint,stackpoint,self
Stacks,stacks,self
Stacks of Queues,stacks-of-queues,self
Stackstack,stackstack,self
StackStacks,stackstack,self
StackSwap,stackswap,self
Stacky,stacky,self
Stackylogic,stackylogic,self
stage2,stage2,self
StairCase,staircase,self
Staircasemaker,staircasemaker,self
Stairlang,stairlang,self
Stakc/Old,stakc-old,self
Stakr,stakr,self
Stalactite,stalactite,self
stalin,stalin,self
Stan,stan,self
Standard Chess,standard-chess,self
standard-lisp,standard-lisp,self
Standard ML,standard-ml,self
StaPLe,staple,self
Stapler,stapler,self
Staples,staples,self
Staq,staq,self
STAR,star,self
Stare,stare,self
Starfish,starfish,self
Starlark,starlark,self
Starlogo,starlogo,self
staroffice-basic,staroffice-basic,self
starpial,starpial,self
StarPL,starpl,self
Starry,starry,self
Stars,stars,self
Starstuff,starstuff,self
Start-reset markup language,start-reset-markup-language,self
Stasis,stasis,self
Stata,stata,self
State and Main,state-and-main,self
statebox,statebox,self
StateFlip,stateflip,self
Stateflow,stateflow,self
statemate,statemate,self
StatiC,static,self
static-typescript,static-typescript,self
statsplorer,statsplorer,self
status-quo-function,status-quo-function,self
status-quo-script,status-quo-script,self
Stax,stax,self
STBF,stbf,self
Stck,stck,self
StegFuck,stegfuck,self
steinhaus-moser-notation,steinhaus-moser-notation,self
stella,stella,self
stencil,stencil,self
step,step,self
Steps,steps,self
Steve's Lava Chicken Language,steve-s-lava-chicken-language,self
Sticks and Stones,sticks-and-stones,self
Stillbrithiarngialpielroinuslislislislislisquattostamiswackilduasliesfris,stillbrithiarngialpielroinuslislislislislisquattostamiswackilduasliesfris,self
Stisp,stisp,self
Stitchii,stitchii,self
STL,stl,self
stl-format,stl-format,self
Stlang,stlang,self
Stlisp,stlisp,self
STMSL,stmsl,self
stockholm-format,stockholm-format,self
STOD,stod,self
stoical,stoical,self
STON,ston,self
stonecutter,stonecutter,self
Stoned-Go,stoned-go,self
stoneknifeforth,stoneknifeforth,self
Stones,stones,self
Stop,stop,self
Stoplight,stoplight,self
Stopnotstop,stopnotstop,self
Stopwatch,stopwatch,self
StormLang,stormlang,self
storymatic,storymatic,self
storyscript,storyscript,self
stos-basic,stos-basic,self
str,str,self
Strand (programming language),strand-programming-language,self
strat,strat,self
stratego,stratego,self
Strato,strato,self
strcmacs,strcmacs,self
streamit,streamit,self
Streamix,streamix,self
streem,streem,self
Streetcode,streetcode,self
Strelnokoff,strelnokoff,self
strema,strema,self
stress,stress,self
strictyaml,strictyaml,self
-string,string,self
String[32],string-32,self
"STRING = ""checkout""",string-checkout,self
String;         {declares the variable Name as a string},string-declares-the-variable-name-as-a-string,self
string-diagrams-notation,string-diagrams-notation,self
String rewriting paradigm,string-rewriting-paradigm,self
stringbean,stringbean,self
stringcomp,stringcomp,self
Stringle,stringle,self
StringSafunge,stringsafunge,self
StringTemplate,stringtemplate,self
stripe,stripe,self
strips,strips,self
Stroke,stroke,self
Stroke+-,stroke+,self
STRong,strong,self
Strongtalk,strongtalk,self
STRTRAN,strtran,self
Strucked,strucked,self
Structure,structure,self
Structure-free Query Language,structure-free-query-language,self
Structured data on this page hosted by Wikidata [g],structured-data-on-this-page-hosted-by-wikidata-g,self
Structured Minsky,structured-minsky,self
structured-storage,structured-storage,self
Structured Text,structured-text,self
strudel,strudel,self
strudl,strudl,self
Struffoli,struffoli,self
struql,struql,self
Strvar,strvar,self
Stu,stu,self
Stub,stub,self
StubScript,stubscript,self
Stuck,stuck,self
Stue,stue,self
StuLa,stula,self
Stuley,stuley,self
Stun Step,stun-step,self
Stupid,stupid,self
StupidBASIC,stupidbasic,self
Stupidc,stupidc,self
StupidStackLanguage,stupidstacklanguage,self
stutter-lang,stutter-lang,self
stx,stx,self
STXTRM,stxtrm,self
Stylus,stylus,self
SUB,sub,self
SUBBIG,subbig,self
SubI machine,subi-machine,self
Subjective-C,subjective-c,self
subl,subl,self
Subleq,subleq,self
sublime-editor,sublime-editor,self
sublime-merge,sublime-merge,self
sublime-syntax-test,sublime-syntax-test,self
Subreal,subreal,self
SubRip Text,subrip-text,self
Subscratch,subscratch,self
subscript,stubscript,self
Subskin,subskin,self
Subst,subst,self
Substitution,substitution,self
Subterra,subterra,self
subtext,subtext,self
Subtext (programming language),subtext-programming-language,self
Subtle cough,subtle-cough,self
Subtractpocalypse,subtractpocalypse,self
subversion,subversion,self
subx,subx,self
Suc,suc,self
Sucks,sucks,self
sue,sue,self
Suffolk,suffolk,self
sugar,sugar,self
sugarj,sugarj,self
SugarSS,sugarss,self
sugartex,sugartex,self
sugi,sugi,self
Sugueziume,sugueziume,self
sui,sui,self
Suich,suich,self
Suicide,suicide,self
SUL,sul,self
Sulbimate,sulbimate,self
Sultan's daughter,sultan-s-daughter,self
SumaMoito,sumamoito,self
Sumerian,sumerian,self
Summatciin,summatciin,self
summer,summer,self
sun-raster-format,sun-raster-format,self
Sundays,sundays,self
suneido,suneido,self
Sunfish,sunfish,self
Sunny morning,sunny-morning,self
Super Mario 64,super-mario-64,self
Super SNUSP,super-snusp,self
Super Stack!,super-stack,self
Super Yellow,super-yellow,self
Superbase database,superbase-database,self
superbasic,superbasic,self
SuperCollider,supercollider,self
superforth,superforth,self
superjson,superjson,self
supermac,supermac,self
SuperPar,superpar,self
Superplan,superplan,self
!!SuperPrime,superprime,self
SuperScript,superscript,self
SuperTalk,supertalk,self
Supertape,supertape,self
superxpp,superxpp,self
Suptiftam,suptiftam,self
Surface,surface,self
surge,surge,self
Surreal Brainfuck,surreal-brainfuck,self
surrealdb,surrealdb,self
Surtic,surtic,self
Survex data,survex-data,self
Sus,sus,self
Suscript,subscript,self
Suscript 2.0,suscript-2-0,self
Sushi Conveyor,sushi-conveyor,self
SusLang,suslang,self
susn,susn,self
SussyLang,sussylang,self
Suxesol,suxesol,self
Suzy,suzy,self
Svelte,svelte,self
SVG,svg,self
svgbob,svgbob,self
svl,svl,self
SVM,svm,self
sw2,sw2,self
swagger,swagger,self
swallow,swallow,self
Swap,swap,self
Swapfuck,swapfuck,self
SwapLoad,swapload,self
Swapper,swapper,self
Sway,sway,self
Swearjure,swearjure,self
Sweave,sweave,self
sweet-expressions,sweet-expressions,self
sweetjs,sweetjs,self
swi-prolog,swi-prolog,self
Swift,swift,self
swift-il,swift-il,self
Swift (parallel scripting language),swift-parallel-scripting-language,self
Swift (programming language),swift-programming-language,self
SWIG,swig,self
SWING,swing,self
Swipe,swipe,self
Swirly,swirly,self
SwitchCase,switchcase,self
Switchy,switchy,self
swizzle,swizzle,self
Sword,sword,self
Swordfish,swordfish,self
swrl,swrl,self
swym,swym,self
sxml,sxml,self
sxpath,sxpath,self
sybyl-notation,sybyl-notation,self
SYCL,sycl,self
SYCPOL,sycpol,self
SyL,syl,self
Syllad,syllad,self
symbal,symbal,self
Symball,symball,self
symbmath,symbmath,self
symbol,symbol,self
Symbol+Lang,symbol+lang,self
symbolic-assembly,symbolic-assembly,self
Symbolic Brainfuck,symbolic-brainfuck,self
Symbolic Python,symbolic-python,self
SymbolLang,symbol+lang,self
Symbolmathing,symbolmathing,self
Symbols,symbols,self
Symesol,symesol,self
Symmetric Echo Tag,symmetric-echo-tag,self
SYMPL,sympl,self
sympy,sympy,self
Syms,syms,self
synapse,synapse,self
Synced,synced,self
synchronized-multimedia-integration-language,synchronized-multimedia-integration-language,self
Syncin,syncin,self
SynDev,syndev,self
syndicate,syndicate,self
synergist,synergist,self
synglish,synglish,self
synon,synon,self
synproc,synproc,self
Syntagma,syntagma,self
Syntax Null Language,syntax-null-language,self
SyntaxError: invalid syntax,syntaxerror-invalid-syntax,self
syntex,syntex,self
Synth,synth,self
◀◀SYNTHESIZE▶▶,synthesize,self
syntol,syntol,self
sysml,sysml,self
system-v-abi,system-v-abi,self
Systemf,systemf,self
Systems Programming Language,systems-programming-language,self
SystemVerilog,systemverilog,self
systemz,systemz,self
Syzygy,syzygy,self
*T,t,self
T a b,t-a-b,self
t-lang,t-lang,self
T (programming language),t-programming-language,self
T-rexes,t-rexes,self
t2b,t2b,self
T3rc+,t3rc+,self
t3x,t3x,self
Tab,tab,self
tablam,tablam,self
tablatal,tablatal,self
Table,table,self
tableau-app,tableau-app,self
Tableaux,tableaux,self
Tablebase,tablebase,self
TableLang,tablelang,self
Tables,tables,self
tablog,tablog,self
tabloid,tabloid,self
TabP,tabp,self
tabsol,tabsol,self
tabtran,tabtran,self
tac,tac,self
TACC,tacc,self
Tack,tack,self
tacl,tacl,self
TACL (programming language),tacl-programming-language,self
tacpol-programming-language,tacl-programming-language,self
Tact,tact,self
tactics,tactics,self
TADS,tads,self
taf,taf,self
Tag,tag,self
Taglate,taglate,self
Tahled,tahled,self
tahoe-lafs,tahoe-lafs,self
taichi,taichi,self
TaiDoKu,taidoku,self
taijilang,taijilang,self
TailDot,taildot,self
Tailor,tailor,self
Феҳристи забонҳои барноманависӣ – Tajik,tajik,self
Takeover,takeover,self
Taktentus,taktentus,self
tal,tal,self
tale,tale,self
Talk,talk,self
TalkingHead,talkinghead,self
tall,tall,self
Talon,talon,self
Tamerlane,tamerlane,self
tamgu,tamgu,self
நிரலாக்க மொழிகளின் பட்டியல் – Tamil,tamil,self
TAML,taml,self
Tampio,tampio,self
Tandem,tandem,self
tangledown,tangledown,self
tao,tao,self
tao-lang,tao-lang,self
tao3d,tao3d,self
tap,tap,self
tap-code,tap-code,self
TAPASM,tapasm,self
TapeBagel,tapebagel,self
TapeFuck,tapefuck,self
Tapelang,tapelang,self
Tapestry,tapestry,self
taql,taql,self
Tare,tare,self
Tarflex,tarflex,self
Targs,targs,self
tarmac,tarmac,self
Tarot,tarot,self
Tarski,tarski,self
tasm,tasm,self
Tau-Alpha-Upsilon,tau-alpha-upsilon,self
Taurus,taurus,self
Tautologos,tautologos,self
!Tautologos (Archived),tautologos-archived,self
Tautology,tautology,self
Tautologylang,tautologylang,self
tawa,tawa,self
taxa,taxa,self
Taxi,taxi,self
taxis,taxis,self
Tbf,tbf,self
tbox-lib,tbox-lib,self
TBTBFS,tbtbfs,self
TC,tc,self
TCC,tcc,self
Tcl,tcl,self
tcoz,tcoz,self
tcp,tcp,self
Tcsh,tcsh,self
tcsp,tcsp,self
tdfl,tdfl,self
TDML,tdml,self
tdms,tdms,self
TDQ,tdq,self
Tea,tea,self
tea-pl,tea-pl,self
tea-pm,tea-pm,self
Tea (programming language),t-programming-language,self
Teal,teal,self
TeaScript,teascript,self
teasharp,teasharp,self
Tech Support Scam,tech-support-scam,self
Techno,techno,self
Technologic,technologic,self
TECO,teco,self
Tedium,tedium,self
Tedius,tedius,self
tefkat,tefkat,self
Teg,teg,self
TEIJFOP,teijfop,self
Teiwaz,teiwaz,self
tektronix,tektronix,self
tela,tela,self
TELCOMP,telcomp,self
telefile-assembly,telefile-assembly,self
Telegram,telegram,self
telehash,telehash,self
Teleport,teleport,self
Teleporto,teleport,self
Telifuck,telifuck,self
Tellurium,tellurium,self
telnet-protocol,telnet-protocol,self
telos,telos,self
telsim,telsim,self
templ,templ,self
templar,templar,self
template-attribute-language,template-attribute-language,self
Template:Programming language lists,template-programming-language-lists,self
Template:Programming languages,template-programming-languages,self
Template:Turing-complete joke language categories,template-turing-complete-joke-language-categories,self
TempleOS,templeos,self
tempo,tempo,self
temporal-prolog,temporal-prolog,self
TempoVar,tempovar,self
ten,ten,self
Tenglish,tenglish,self
tengo,tengo,self
TenneC,tennec,self
Tense,tense,self
Tenshi C,tenshi-c,self
Tensilica Instruction Extension,tensilica-instruction-extension,self
tensorflow,tensorflow,self
@tention!,tention,self
TEPCS,tepcs,self
teradata,teradata,self
teradata-aster,teradata-aster,self
Teramithic,teramithic,self
Tercet,tercet,self
tern,tern,self
Ternary,ternary,self
ternary-notation,ternary-notation,self
TernLSB,ternlsb,self
Terpir,terpir,self
Terra,terra,self
Terraform Template,terraform-template,self
Terrain,terrain,self
TError,terror,self
Terse,terse,self
Tessenbly,tessenbly,self
Tesseract,tesseract,self
TESTLANG,testlang,self
testml,testml,self
Tetanus,tetanus,self
Tetra,tetra,self
Tetrastack,tetrastack,self
TetriScript,tetriscript,self
tetruss-app,tetruss-app,self
TEWELSWAC,tewelswac,self
TEWNLSWAC,tewnlswac,self
TeX,tex,self
Texinfo,texinfo,self
texpr,texpr,self
Text,text,self
Text Binary,text-binary,self
Text Editor and Corrector,text-editor-and-corrector,self
text-executive-programming-language,text-executive-programming-language,self
Text lines are cool,text-lines-are-cool,self
Text Processing Utility,text-processing-utility,self
TEXT;   (* These two variables *),text-these-two-variables,self
textadept-editor,textadept-editor,self
textframe,textframe,self
TextGarbage,textgarbage,self
TextGrid,textgrid,self
texti,texti,self
Textile,textile,self
textmate-editor,textmate-editor,self
TextMate Properties,textmate-properties,self
Textual SUBLEQ,textual-subleq,self
texy,texy,self
TF,tf,self
TF2LANG,tf2lang,self
tfl,tfl,self
TFLite,tflite,self
TFMG,tfmg,self
Tg,tg,self
Th,th,self
th1,th1,self
ThaM,tham,self
That=this,that-this,self
The,the,self
The Amnesiac From Minsk,the-amnesiac-from-minsk,self
The best esolang ever,the-best-esolang-ever,self
The Bluetooth Device Is Ready To Pair,the-bluetooth-device-is-ready-to-pair,self
The Brink of Insanity,the-brink-of-insanity,self
The Chances of Anything Coming from Mars,the-chances-of-anything-coming-from-mars,self
The Code of the Seven,the-code-of-the-seven,self
The Formal Letter,the-formal-letter,self
The Genetic Computer,the-genetic-computer,self
The Genius from Kiev,the-genius-from-kiev,self
The Great Spell,the-great-spell,self
The hub for editors,the-hub-for-editors,self
The Inevitable,the-inevitable,self
The Insane Esolang,the-insane-esolang,self
The ()lang,the-lang,self
The Language That Explodes,the-language-that-explodes,self
←THE LAST ACTION LANGUAGE→,the-last-action-language,self
The last line of this page,the-last-line-of-this-page,self
The maniacs in Montana,the-maniacs-in-montana,self
the-message-system,the-message-system,self
The mimic,the-mimic,self
The Past,the-past,self
The Program Is Mostly Ignored,the-program-is-mostly-ignored,self
The Rink of Insanity,the-brink-of-insanity,self
The Sophomores From Tbilsi,the-sophomores-from-tbilsi,self
The Subtyping Machine,the-subtyping-machine,self
The Temporary Stack,the-temporary-stack,self
The Waterfall Model,the-waterfall-model,self
TheEnd,theend,self
TheLang,thelang,self
Theoretica,theoretica,self
theos-multi-user-basic,theos-multi-user-basic,self
There Once was a Fish Named Fred,there-once-was-a-fish-named-fred,self
There Once was an Esolang Named Fred,there-once-was-an-esolang-named-fred,self
Therefuck,therefuck,self
Theseus,theseus,self
TheSingularity,thesingularity,self
TheSquare,thesquare,self
ThETA,theta,self
"Thief, Police and the Building",thief-police-and-the-building,self
"Thief, Police and the Building extended",thief-police-and-the-building-extended,self
thinbasic,thinbasic,self
Thing,thing,self
thinglab,thinglab,self
think-c,think-c,self
Third Party Contractor Accused Of A Robbery,third-party-contractor-accused-of-a-robbery,self
This,this,self
This esolang is a brainfuck derivative,this-esolang-is-a-brainfuck-derivative,self
This esolang is not a push-down automata,this-esolang-is-not-a-push-down-automata,self
THIS IS NOT A BRAINFUCK DERIVATIVE,this-is-not-a-brainfuck-derivative,self
This machine is a server. DO NOT POWER IT DOWN!!,this-machine-is-a-server-do-not-power-it-down,self
THIS PROGRAMMING LANGUAGE IS LITERALLY ALL NUMBERS,this-programming-language-is-literally-all-numbers,self
This=That,this-that,self
This=That 2.0,this-that-2-0,self
This=That 3.0,this-that-3-0,self
ThisIsNotARealLanguage,thisisnotareallanguage,self
Thisthat,this-that,self
thjson,thjson,self
THLEK,thlek,self
ThonkLang,thonklang,self
thorn,thorn,self
Thotpatrol,thotpatrol,self
THRAT,thrat,self
Threaded INTERCAL,threaded-intercal,self
threaded-lists,threaded-lists,self
Threader,threader,self
ThreadFuck,threadfuck,self
Threads,threads,self
Three Star Programmer,three-star-programmer,self
Three variable modification language,three-variable-modification-language,self
threejs,threejs,self
Threi,threi,self
Thrift,thrift,self
Thrillodendron,thrillodendron,self
THROBOL,throbol,self
THROW THIS TO THAT,throw-this-to-that,self
Thue,thue,self
Thue-Mirr,thue-mirr,self
Thue++,thue-plus-plus,self
thue-programming-language,thue-programming-language,self
ThueLike,thuelike,self
thune,thune,self
Thupit,thupit,self
Thutu,thutu,self
thymeleaf,thymeleaf,self
Thyrd,thyrd,self
Ti!,ti,self
ti-89-basic,ti-89-basic,self
ti-basic,ti-basic,self
ti-basic-assembly,ti-basic-assembly,self
TI Program,ti-program,self
Tiangou,tiangou,self
tibbo-basic,tibbo-basic,self
tibet,tibet,self
Tic Tac Toe,tic-tac-toe,self
Tic Tac Toe Grow,tic-tac-toe-grow,self
Tick,tick,self
tick-c,tick-c,self
tics,tics,self
Tictactoe,tictactoe,self
tidb,tidb,self
tiddler,tiddler,self
tiddlywiki,tiddlywiki,self
tidyverse,tidyverse,self
Tiếng Việt,tieng-viet,self
Tier,tier,self
tierra,tierra,self
tiff-format,tiff-format,self
Tiger,tiger,self
tiger-basic,tiger-basic,self
tikiwiki,tikiwiki,self
Tile,tile,self
tiledb,tiledb,self
TileDots,tiledots,self
Tiltedc,tiltedc,self
tilton,tilton,self
timber-programming-language,timber-programming-language,self
Time,time,self
Time Out,time-out,self
timed-csp,timed-csp,self
Timefuck,timefuck,self
Timelang,timelang,self
Timeline,timeline,self
Timeline of programming languages,timeline-of-programming-languages,self
Timers,timers,self
TimeWaste,timewaste,self
timpani,timpani,self
TinCan,tincan,self
tinkertoy,tinkertoy,self
Tiny,tiny,self
tiny-basic,tiny-basic,self
TinyBF,tinybf,self
tinyc-compiler,tinyc-compiler,self
TinyF,tinyf,self
tinygo-compiler,tinygo-compiler,self
Tip,tip,self
TISC,tisc,self
tiscript,tiscript,self
TISolang,tisolang,self
titan,titan,self
Titanium,titanium,self
Titled,titled,self
Tixy,tixy,self
Tjʊrɪŋ məʃin,tjr-min,self
tk,tk,self
tl,tl,self
tl-isa,tl-isa,self
TL-Verilog,tl-verilog,self
TLA,tla,self
tlc,tlc,self
tldr,tldr,self
tldraw,tldraw,self
TlhIngan,tlhingan,self
TLIJMMWTRAMCBICHWTPITCSIBCTII,tlijmmwtramcbichwtpitcsibctii,self
TLOWScript,tlowscript,self
tls,tls,self
TLWNN,tlwnn,self
™,tm,self
Tmg,tmg,self
TMG (language),tmg-language,self
TMIDL,tmidl,self
tmlanguage,tmlanguage,self
TMMLPTEALPAITAFNFAL,tmmlptealpaitafnfal,self
TMSL,tmsl,self
TMSTMIK,tmstmik,self
tmtp,tmtp,self
TNTNT,tntnt,self
To check the diastolic blood pressure of the patient;;,to-check-the-diastolic-blood-pressure-of-the-patient,self
To The Top Right Corner,to-the-top-right-corner,self
Toad (Pit Crew),toad-pit-crew,self
Toadskin,toadskin,self
ToArrowScript,toarrowscript,self
TobiLang,tobilang,self
Tock,tock,self
TOD,tod,self
Toddler,toddler,self
Todo,todo,self
todotxt,todotxt,self
toffeescript,toffeescript,self
TOGA computer,toga-computer,self
Toi,toi,self
Toi (programming language),t-programming-language,self
Toit,toit,self
Toki ilo,toki-ilo,self
Toki pi ilo nanpa,toki-pi-ilo-nanpa,self
Toki pona li pona,toki-pona-li-pona,self
toki-sona,toki-sona,self
Tol,tol,self
tom,tom,self
tom-oopl,tom-oopl,self
Tom (pattern matching language),tom-pattern-matching-language,self
tomal,tomal,self
Tome,tome,self
TOML,toml,self
Tommyaweosme's harmonica,tommyaweosme-s-harmonica,self
Tommyaweosme unary,tommyaweosme-unary,self
$tonePits,tonepits,self
Tonnyi,tonnyi,self
